"ACCOUNTNUMBER","ACCOUNTSOURCE","ACTIVE__C","ANNUALREVENUE","BILLINGCITY","BILLINGADDRESS","YEARSTARTED","WEBSITE","UPSELLOPPORTUNITY__C","TYPE","TRADESTYLE","TICKERSYMBOL","SYSTEMMODSTAMP","SITE","SICDESC","SIC","SHIPPINGSTREET","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGLONGITUDE","SHIPPINGLATITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGCITY","SHIPPINGCOUNTRY","SHIPPINGADDRESS","SEGMENT__C","SLA__C","SLASERIALNUMBER__C","SLAEXPIRATIONDATE__C","RATING","PHOTOURL","PHONE","PARENTID","OWNERSHIP","OWNERID","NUMBEROFLOCATIONS__C","NUMBEROFEMPLOYEES","BILLINGCOUNTRY","BILLINGGEOCODEACCURACY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGPOSTALCODE","BILLINGSTATE","BILLINGSTREET","CLEANSTATUS","CREATEDBYID","CREATEDDATE","CUSTOMERPRIORITY__C","DANDBCOMPANYID","DUNSNUMBER","FAX","DESCRIPTION","ID","INDUSTRY","ISDELETED","JIGSAW","JIGSAWCOMPANYID","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","MASTERRECORDID","NAICSCODE","NAME","NAICSDESC"
"","Advertisement","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:17.000Z","","","86220","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77KAAR","","","","0052w00000BXX9lAAH","","10000","Hong Kong","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77KAAR","Manufacturing","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Norman484 Inc",""
"","Advertisement","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","86230","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77LAAR","","","","0052w00000BXX9pAAH","","10000","Canada","","","","","UT","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77LAAR","Manufacturing","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Newman485 Inc",""
"","Advertisement","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","86900","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77MAAR","","","","0052w00000BXXA0AAP","","10000","USA","","","","","OH","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77MAAR","Technology","false","","","2023-01-27","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Young486 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86101","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77NAAR","","","","0052w00000BXX9pAAH","","10000","USA","","","","","IA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77NAAR","Apparel","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Underwood487 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86102","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77OAAR","","","","0052w00000BXX9mAAH","","10000","Singapore","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77OAAR","Transportation","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Becker488 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86210","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001Cq77PAAR","","","","0052w00000BXX9nAAH","","10000","Denmark","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77PAAR","Banking","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Moss489 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86220","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77QAAR","","","","0052w00000BXXA1AAP","","10000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77QAAR","Communications","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Reese490 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","86230","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77RAAR","","","","0052w00000BXX9rAAH","","10000","Canada","","","","","OK","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77RAAR","Transportation","false","","","2022-12-22","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Lawrence491 Inc",""
"","Partner","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86900","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77SAAR","","","","0052w00000BXXA0AAP","","10000","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77SAAR","Media","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Schwartz492 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86101","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77TAAR","","","","0052w00000BXX9sAAH","","10000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77TAAR","Electronics","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Saunders493 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86102","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77UAAR","","","","0052w00000BXX9mAAH","","10000","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77UAAR","Media","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Higgins494 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","86210","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77VAAR","","","","0052w00000BXX9mAAH","","10000","USA","","","","","MD","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77VAAR","Retail","false","","","2022-11-27","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Brown495 Inc",""
"","Partner","","7.0E8","","","","","","Partner","","","2023-01-12T23:34:13.000Z","","","86220","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77WAAR","","","","0052w00000BXXA3AAP","","10000","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77WAAR","Communications","false","","","2023-01-14","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Lowe496 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86230","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77XAAR","","","","0052w00000BXXA1AAP","","10000","Spain","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77XAAR","Engineering","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Medina497 Inc",""
"","Seminar - Internal","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","86900","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77YAAR","","","","0052w00000BXX9pAAH","","10000","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77YAAR","Transportation","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Doyle498 Inc",""
"","Advertisement","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","86101","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77ZAAR","","","","0052w00000BXX9nAAH","","10000","USA","","","","","VA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77ZAAR","Banking","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Gardner499 Inc",""
"","Public Relations","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","86102","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77aAAB","","","","0052w00000BXX9uAAH","","10000","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77aAAB","Manufacturing","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Howard500 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86210","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001Cq77bAAB","","","","0052w00000BXXA3AAP","","10000","Canada","","","","","PA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77bAAB","Telecommunications","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Gill501 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86220","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77cAAB","","","","0052w00000BXX9lAAH","","10000","Turkey","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77cAAB","Technology","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Thornton502 Inc",""
"","Partner","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","86230","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77dAAB","","","","0052w00000BXX9nAAH","","10000","Canada","","","","","FL","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77dAAB","Banking","false","","","2022-12-16","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Fitzgerald503 Inc",""
"","Employee Referral","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","86101","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77eAAB","","","","0052w00000BXX9sAAH","","10000","Canada","","","","","MA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77eAAB","Energy","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Stone504 Inc",""
"","Public Relations","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","86102","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77fAAB","","","","0052w00000BXX9oAAH","","10000","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77fAAB","Energy","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Leonard505 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65110","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001Cq77gAAB","","","","0052w00000BXX9mAAH","","10000","Canada","","","","","OH","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77gAAB","Finance","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Hudson506 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","65120","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77hAAB","","","","0052w00000BXX9qAAH","","10000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77hAAB","Education","false","","","2023-01-12","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Wright507 Inc",""
"","Word of mouth","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65201","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77iAAB","","","","0052w00000BXX9vAAH","","10000","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77iAAB","Consulting","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Rose673 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","65202","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77jAAB","","","","0052w00000BXX9nAAH","","10000","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77jAAB","Apparel","false","","","2022-12-03","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Evans674 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66210","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77kAAB","","","","0052w00000BXX9yAAH","","10000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77kAAB","Apparel","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Powers675 Inc",""
"","Public Relations","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","66220","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77lAAB","","","","0052w00000BXXA3AAP","","10000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77lAAB","Biotechnology","false","","","2022-12-04","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Gray676 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66290","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77mAAB","","","","0052w00000BXX9tAAH","","10000","Belgium","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77mAAB","Retail","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Aguilar677 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","65110","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77nAAB","","","","0052w00000BXXA0AAP","","10000","USA","","","","","MO","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77nAAB","Technology","false","","","2023-01-12","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Curtis678 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65120","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77oAAB","","","","0052w00000BXX9pAAH","","10000","USA","","","","","SD","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77oAAB","Banking","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Johnson679 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65201","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77pAAB","","","","0052w00000BXX9wAAH","","10000","USA","","","","","WY","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77pAAB","Media","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Hunt680 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65202","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77qAAB","","","","0052w00000BXX9mAAH","","10000","Canada","","","","","CA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77qAAB","Energy","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Lewis681 Inc",""
"","Advertisement","","7.0E8","","","","","","Partner","","","2023-01-12T23:34:14.000Z","","","66210","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77rAAB","","","","0052w00000BXX9oAAH","","10000","Turkey","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77rAAB","Telecommunications","false","","","2023-01-02","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Ortega682 Inc",""
"","Partner","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","66220","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77sAAB","","","","0052w00000BXX9zAAH","","10000","Canada","","","","","AR","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77sAAB","Consulting","false","","","2022-12-10","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Hanson683 Inc",""
"","Partner","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","66290","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq77tAAB","","","","0052w00000BXX9nAAH","","10000","China","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77tAAB","Electronics","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Ryan684 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","65110","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq77uAAB","","","","0052w00000BXX9wAAH","","10000","USA","","","","","LA","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77uAAB","Biotechnology","false","","","2022-12-07","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Watts685 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:14.000Z","","","65120","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001Cq77vAAB","","","","0052w00000BXXA0AAP","","10000","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","","0012w00001Cq77vAAB","Energy","false","","","2023-01-08","0052w00000B4VTyAAN","2023-01-12T23:33:17.000Z","","","","","Strickland686 Inc",""
"","Public Relations","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65201","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77wAAB","","","","0052w00000BXXA0AAP","","10000","USA","","","","","TX","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq77wAAB","Technology","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Reese687 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65202","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77xAAB","","","","0052w00000BXX9oAAH","","10000","Singapore","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq77xAAB","Technology","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Goodman688 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","66210","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq77yAAB","","","","0052w00000BXXA3AAP","","10000","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq77yAAB","Manufacturing","false","","","2023-02-01","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Benson689 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66220","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq77zAAB","","","","0052w00000BXX9pAAH","","10000","USA","","","","","OH","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq77zAAB","Biotechnology","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Todd690 Inc",""
"","Employee Referral","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66290","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq780AAB","","","","0052w00000BXX9oAAH","","10000","Canada","","","","","MN","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq780AAB","Healthcare","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Olson691 Inc",""
"","Web","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65110","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq781AAB","","","","0052w00000BXX9nAAH","","10000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq781AAB","Insurance","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Haynes692 Inc",""
"","Partner","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65120","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001Cq782AAB","","","","0052w00000BXX9qAAH","","10000","USA","","","","","ID","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq782AAB","Energy","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Schneider843 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65201","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq783AAB","","","","0052w00000BXX9mAAH","","10000","Singapore","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq783AAB","Apparel","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Reeves844 Inc",""
"","Web","","7.0E8","","","","","","Customer","","","2023-01-12T23:34:13.000Z","","","65202","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq784AAB","","","","0052w00000BXX9mAAH","","10000","Hong Kong","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq784AAB","Banking","false","","","2023-01-25","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Lloyd845 Inc",""
"","Partner","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66210","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq785AAB","","","","0052w00000BXXA0AAP","","10000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq785AAB","Insurance","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Beck846 Inc",""
"","Web","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","66220","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq786AAB","","","","0052w00000BXXA1AAP","","10000","Switzerland","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq786AAB","Agriculture","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Martin847 Inc",""
"","Trade Show","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","66290","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001Cq787AAB","","","","0052w00000BXX9zAAH","","10000","Denmark","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq787AAB","Apparel","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Simmons848 Inc",""
"","Partner","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65110","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq788AAB","","","","0052w00000BXX9qAAH","","10000","Brazil","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq788AAB","Energy","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Patterson849 Inc",""
"","Trade Show","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","65120","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq789AAB","","","","0052w00000BXX9tAAH","","10000","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq789AAB","Telecommunications","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Bryan850 Inc",""
"","Word of mouth","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65201","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001Cq78AAAR","","","","0052w00000BXX9wAAH","","10000","Canada","","","","","VT","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq78AAAR","Engineering","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Walters851 Inc",""
"","Partner","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","65202","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq78BAAR","","","","0052w00000BXXA3AAP","","10000","Russian","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq78BAAR","Media","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Riley852 Inc",""
"","Partner","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66210","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001Cq78CAAR","","","","0052w00000BXX9oAAH","","10000","Spain","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq78CAAR","Insurance","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Jefferson853 Inc",""
"","Public Relations","","7.0E8","","","","","","Partner","","","2023-01-12T23:33:18.000Z","","","66220","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001Cq78DAAR","","","","0052w00000BXX9vAAH","","10000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq78DAAR","Apparel","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Richardson854 Inc",""
"","Word of mouth","","7.0E8","","","","","","Customer","","","2023-01-12T23:33:18.000Z","","","66290","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001Cq78EAAR","","","","0052w00000BXX9tAAH","","10000","Taiwan","","","","","","","Pending","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","","0012w00001Cq78EAAR","Retail","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:18.000Z","","","","","Hodges855 Inc",""
