"ACCOUNTID","AMOUNT","CAMPAIGNID","CLOSEDATE","CONTACTID","CREATEDBYID","CREATEDDATE","CURRENTGENERATORS__C","DELIVERYINSTALLATIONSTATUS__C","DESCRIPTION","EXPECTEDREVENUE","FISCAL","FISCALQUARTER","FISCALYEAR","FORECASTCATEGORY","FORECASTCATEGORYNAME","HASOPPORTUNITYLINEITEM","HASOPENACTIVITY","HASOVERDUETASK","ID","ISCLOSED","ISDELETED","ISPRIVATE","ISWON","LASTACTIVITYDATE","LASTAMOUNTCHANGEDHISTORYID","LASTCLOSEDATECHANGEDHISTORYID","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTSTAGECHANGEDATE","LASTVIEWEDDATE","LEADSOURCE","MAINCOMPETITORS__C","NAME","NEXTSTEP","OPPORTUNITY_SOURCE__C","ORDERNUMBER__C","OWNERID","PRICEBOOK2ID","PROBABILITY","PUSHCOUNT","RECORDTYPEID","STAGENAME","SYSTEMMODSTAMP","TOTALOPPORTUNITYQUANTITY","TRACKINGNUMBER__C","TYPE"
"0012w00001Cq710AAB","401291.0","","2022-02-15","","0052w00000B4VTyAAN","2022-01-19T00:00:00.000Z","","","","401291.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfQkAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Web","","Opportunity for Floyd1015","","BDR","","0052w00000BXX9zAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","New Business"
"0012w00001Cq6yiAAB","1926610.0","","2022-06-12","","0052w00000B4VTyAAN","2022-04-04T00:00:00.000Z","","","","1926610.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfQlAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Atkins1016","","Marketing","","0052w00000BXX9zAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7CgAAJ","2200.0","","2022-01-02","","0052w00000B4VTyAAN","2021-08-08T00:00:00.000Z","","","","2200.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfLPAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Seminar - Internal","","Opportunity for Pittman1961","","AE","","0052w00000BXX9sAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq6yiAAB","3392500.0","","2022-05-29","","0052w00000B4VTyAAN","2021-10-21T00:00:00.000Z","","","","0.0","2022 2","2","2022","Omitted","Omitted","false","false","false","0062w00000GjfLRAAZ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Carson1966","","Marketing","","0052w00000BXX9yAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq79ZAAR","328949.0","","2022-12-29","","0052w00000B4VTyAAN","2022-05-27T00:00:00.000Z","","","","328949.0","2022 4","4","2022","Closed","Closed","false","true","false","0062w00000GjfLdAAJ","true","false","false","true","2023-01-30","","","0052w00000B4VTyAAN","2023-01-12T23:33:26.000Z","","","","Employee Referral","","Opportunity for Stokes477","","Marketing","","0052w00000BXX9oAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:13.000Z","","","New Business"
"0012w00001Cq6ywAAB","374162.0","","2022-08-30","","0052w00000B4VTyAAN","2022-02-27T00:00:00.000Z","","","","0.0","2022 3","3","2022","Omitted","Omitted","false","false","false","0062w00000GjfQtAAJ","true","false","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Word of mouth","","Opportunity for Griffin1384","","Marketing","","0052w00000BXX9yAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:28.000Z","","","New Business"
"0012w00001Cq757AAB","392207.0","","2023-03-16","","0052w00000B4VTyAAN","2022-09-22T00:00:00.000Z","","","","39220.700000000004","2023 1","1","2023","Pipeline","Pipeline","false","true","true","0062w00000GjfQuAAJ","false","false","false","false","2022-12-29","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Word of mouth","","Opportunity for Simpson1385","","Marketing","","0052w00000BXX9oAAH","","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:14.000Z","","","New Business"
"0012w00001Cq78dAAB","2451210.0","","2021-10-20","","0052w00000B4VTyAAN","2021-03-03T00:00:00.000Z","","","","2451210.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfQvAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Seminar - Internal","","Opportunity for Newman1387","","Marketing","","0052w00000BXX9yAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq744AAB","308865.0","","2022-04-28","","0052w00000B4VTyAAN","2022-01-03T00:00:00.000Z","","","","0.0","2022 2","2","2022","Omitted","Omitted","false","false","false","0062w00000GjfQxAAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Herrera1391","","Marketing","","0052w00000BXX9zAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq7DuAAJ","739550.0","","2022-04-21","","0052w00000B4VTyAAN","2022-03-20T00:00:00.000Z","","","","739550.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfQzAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Maldonado1393","","AE","","0052w00000BXXA3AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq78BAAR","446889.0","","2022-03-02","","0052w00000B4VTyAAN","2021-12-05T00:00:00.000Z","","","","446889.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfR0AAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Webb1394","","BDR","","0052w00000BXX9nAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq78PAAR","76532.0","","2022-11-20","","0052w00000B4VTyAAN","2022-06-08T00:00:00.000Z","","","","0.0","2022 4","4","2022","Omitted","Omitted","false","false","false","0062w00000GjfR5AAJ","true","false","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Word of mouth","","Opportunity for Buchanan1756","","Alliances","","0052w00000BXX9pAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:28.000Z","","","New Business"
"0012w00001Cq79AAAR","5166200.0","","2021-12-14","","0052w00000B4VTyAAN","2021-08-01T00:00:00.000Z","","","","5166200.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfLjAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Morris829","","Alliances","","0052w00000BXX9tAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq737AAB","2022400.0","","2022-05-04","","0052w00000B4VTyAAN","2021-11-21T00:00:00.000Z","","","","2022400.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfLmAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Mendoza841","","BDR","","0052w00000BXX9vAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq78ZAAR","382900.0","","2022-01-30","","0052w00000B4VTyAAN","2021-11-28T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","false","false","false","0062w00000GjfLnAAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Web","","Opportunity for Watkins842","","AE","","0052w00000BXXA3AAP","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7AKAAZ","870500.0","","2022-03-29","","0052w00000B4VTyAAN","2022-02-12T00:00:00.000Z","","","","870500.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfLpAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Singleton844","","AE","","0052w00000BXX9pAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq70cAAB","395835.0","","2022-05-28","","0052w00000B4VTyAAN","2022-03-01T00:00:00.000Z","","","","395835.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfLwAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Advertisement","","Opportunity for Greene1220","","AE","","0052w00000BXX9nAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq75yAAB","4561.0","","2023-05-14","","0052w00000B4VTyAAN","2022-11-03T00:00:00.000Z","","","","3192.7","2023 2","2","2023","BestCase","Best Case","false","true","true","0062w00000GjfLzAAJ","false","false","false","false","2023-01-16","","","0052w00000B4VTyAAN","2023-01-12T23:33:26.000Z","","","","Partner","","Opportunity for Romero1224","","AE","","0052w00000BXXA0AAP","","70.0","0","0122w000001Ypd0AAC","Perception Analysis","2023-01-12T23:34:13.000Z","","","New Business"
"0012w00001Cq7EIAAZ","1339900.0","","2021-10-28","","0052w00000B4VTyAAN","2021-10-09T00:00:00.000Z","","","","1339900.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfRAAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Partner","","Opportunity for Silva1762","","Marketing","","0052w00000BXX9nAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq733AAB","1580150.0","","2022-01-14","","0052w00000B4VTyAAN","2021-05-28T00:00:00.000Z","","","","1580150.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfRDAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Web","","Opportunity for Stewart1765","","Marketing","","0052w00000BXX9sAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq72YAAR","2434650.0","","2021-12-11","","0052w00000B4VTyAAN","2021-06-05T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","false","false","false","0062w00000GjfRHAAZ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Dawson1776","","AE","","0052w00000BXX9sAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq70yAAB","499928.0","","2022-07-14","","0052w00000B4VTyAAN","2022-01-27T00:00:00.000Z","","","","499928.0","2022 3","3","2022","Closed","Closed","false","false","false","0062w00000GjfRKAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Web","","Opportunity for Byrd640","","AE","","0052w00000BXXA0AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","New Business"
"0012w00001Cq707AAB","121500.0","","2021-11-11","","0052w00000B4VTyAAN","2021-05-15T00:00:00.000Z","","","","121500.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfRRAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Web","","Opportunity for Mathis649","","BDR","","0052w00000BXXA0AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq6zAAAR","209640.0","","2022-12-08","","0052w00000B4VTyAAN","2022-08-27T00:00:00.000Z","","","","209640.0","2022 4","4","2022","Closed","Closed","false","false","false","0062w00000GjfRSAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Trade Show","","Opportunity for Ruiz650","","Marketing","","0052w00000BXX9qAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","New Business / Add-on"
"0012w00001Cq751AAB","2680350.0","","2021-11-02","","0052w00000B4VTyAAN","2021-08-03T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","false","false","false","0062w00000GjfM6AAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Advertisement","","Opportunity for Webb1586","","Alliances","","0052w00000BXX9sAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq70mAAB","1390500.0","","2022-02-07","","0052w00000B4VTyAAN","2021-06-19T00:00:00.000Z","","","","1390500.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfM9AAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Partner","","Opportunity for Norman1589","","AE","","0052w00000BXXA0AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7AUAAZ","766880.0","","2022-03-15","","0052w00000B4VTyAAN","2021-10-30T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","false","false","false","0062w00000GjfMAAAZ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Hopkins1592","","Marketing","","0052w00000BXX9mAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7B3AAJ","204600.0","","2022-03-23","","0052w00000B4VTyAAN","2021-09-03T00:00:00.000Z","","","","204600.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfMEAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Simpson1598","","AE","","0052w00000BXX9mAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq722AAB","154353.0","","2021-12-29","","0052w00000B4VTyAAN","2021-05-31T00:00:00.000Z","","","","154353.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfMFAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:26.000Z","","","","Advertisement","","Opportunity for Massey1601","","BDR","","0052w00000BXX9vAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:26.000Z","","","New Business"
"0012w00001Cq75oAAB","416311.0","","2021-12-15","","0052w00000B4VTyAAN","2021-08-24T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","false","false","false","0062w00000GjfMIAAZ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Partner","","Opportunity for Atkins1977","","AE","","0052w00000BXXA1AAP","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7AXAAZ","809000.0","","2022-03-24","","0052w00000B4VTyAAN","2021-08-22T00:00:00.000Z","","","","809000.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfRUAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Norman655","","BDR","","0052w00000BXXA1AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq76dAAB","188199.0","","2022-05-01","","0052w00000B4VTyAAN","2022-03-31T00:00:00.000Z","","","","188199.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRWAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Trade Show","","Opportunity for Tucker1019","","AE","","0052w00000BXX9lAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq74kAAB","296805.0","","2022-12-17","","0052w00000B4VTyAAN","2022-10-08T00:00:00.000Z","","","","296805.0","2022 4","4","2022","Closed","Closed","false","true","true","0062w00000GjfRXAAZ","true","false","false","true","2023-01-13","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Partner","","Opportunity for Willis1022","","AE","","0052w00000BXX9rAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:14.000Z","","","Existing Business"
"0012w00001Cq7AwAAJ","620750.0","","2022-06-01","","0052w00000B4VTyAAN","2021-12-15T00:00:00.000Z","","","","620750.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRYAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Partner","","Opportunity for Thomas1024","","AE","","0052w00000BXX9uAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7E8AAJ","2241400.0","","2022-04-04","","0052w00000B4VTyAAN","2021-09-13T00:00:00.000Z","","","","2241400.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRbAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Seminar - Internal","","Opportunity for Allison1031","","Marketing","","0052w00000BXX9nAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7BRAAZ","459280.0","","2022-06-29","","0052w00000B4VTyAAN","2022-02-18T00:00:00.000Z","","","","459280.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRdAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Trade Show","","Opportunity for Mendez1036","","Marketing","","0052w00000BXX9lAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","New Business / Add-on"
"0012w00001Cq70jAAB","63320.0","","2022-01-14","","0052w00000B4VTyAAN","2021-08-09T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","false","false","false","0062w00000GjfReAAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Banks1038","","Alliances","","0052w00000BXX9qAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq78gAAB","3555960.0","","2022-06-12","","0052w00000B4VTyAAN","2022-04-25T00:00:00.000Z","","","","3555960.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRiAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Web","","Opportunity for Jackson1400","","AE","","0052w00000BXX9yAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq74kAAB","96977.0","","2022-10-03","","0052w00000B4VTyAAN","2022-04-09T00:00:00.000Z","","","","96977.0","2022 4","4","2022","Closed","Closed","false","false","false","0062w00000GjfRjAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Trade Show","","Opportunity for Gutierrez1402","","Marketing","","0052w00000BXXA3AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","New Business / Add-on"
"0012w00001Cq7CfAAJ","1423890.0","","2022-03-27","","0052w00000B4VTyAAN","2022-03-12T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","false","false","false","0062w00000GjfRnAAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Seminar - Internal","","Opportunity for Graves1407","","AE","","0052w00000BXXA1AAP","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7C5AAJ","1026530.0","","2022-01-24","","0052w00000B4VTyAAN","2021-12-15T00:00:00.000Z","","","","1026530.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfMRAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Trade Show","","Opportunity for Diaz488","","Alliances","","0052w00000BXX9tAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7BHAAZ","281412.0","","2022-12-04","","0052w00000B4VTyAAN","2022-08-16T00:00:00.000Z","","","","0.0","2022 4","4","2022","Omitted","Omitted","false","false","false","0062w00000GjfMSAAZ","true","false","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:26.000Z","","","","Advertisement","","Opportunity for Spencer490","","AE","","0052w00000BXXA2AAP","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:26.000Z","","","New Business"
"0012w00001Cq77CAAR","424200.0","","2022-01-08","","0052w00000B4VTyAAN","2021-08-12T00:00:00.000Z","","","","424200.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfMWAAZ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Buchanan500","","AE","","0052w00000BXX9zAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq7DnAAJ","499523.0","","2022-12-28","","0052w00000B4VTyAAN","2022-11-28T00:00:00.000Z","","","","0.0","2022 4","4","2022","Omitted","Omitted","false","true","false","0062w00000GjfMYAAZ","true","false","false","false","2022-12-20","","","0052w00000B4VTyAAN","2023-01-12T23:33:26.000Z","","","","Partner","","Opportunity for Pope508","","BDR","","0052w00000BXX9oAAH","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:13.000Z","","","New Business / Add-on"
"0012w00001Cq75HAAR","1836150.0","","2021-11-22","","0052w00000B4VTyAAN","2021-06-12T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","false","false","false","0062w00000GjfMbAAJ","true","true","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Public Relations","","Opportunity for Johnson854","","Marketing","","0052w00000BXXA1AAP","","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq6yxAAB","400920.0","","2021-12-19","","0052w00000B4VTyAAN","2021-06-21T00:00:00.000Z","","","","400920.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfMcAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Public Relations","","Opportunity for Andrews855","","BDR","","0052w00000BXX9oAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq75iAAB","111004.0","","2022-03-25","","0052w00000B4VTyAAN","2021-12-11T00:00:00.000Z","","","","111004.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfMfAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Meyer870","","Alliances","","0052w00000BXX9zAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
"0012w00001Cq6zCAAR","288925.0","","2022-04-25","","0052w00000B4VTyAAN","2022-03-29T00:00:00.000Z","","","","288925.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfMiAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Seminar - Internal","","Opportunity for Newton1243","","Marketing","","0052w00000BXX9wAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq74tAAB","634400.0","","2021-10-24","","0052w00000B4VTyAAN","2021-03-12T00:00:00.000Z","","","","634400.0","2021 4","4","2021","Closed","Closed","false","false","false","0062w00000GjfRoAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Public Relations","","Opportunity for Padilla1409","","BDR","","0052w00000BXX9pAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq74aAAB","152550.0","","2022-04-14","","0052w00000B4VTyAAN","2022-01-26T00:00:00.000Z","","","","152550.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRrAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Trade Show","","Opportunity for Lawson1412","","Alliances","","0052w00000BXX9qAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business"
"0012w00001Cq7DQAAZ","3960970.0","","2022-06-13","","0052w00000B4VTyAAN","2022-05-19T00:00:00.000Z","","","","3960970.0","2022 2","2","2022","Closed","Closed","false","false","false","0062w00000GjfRsAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Advertisement","","Opportunity for Hart1416","","AE","","0052w00000BXX9nAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq76SAAR","18900.0","","2022-02-13","","0052w00000B4VTyAAN","2022-01-27T00:00:00.000Z","","","","18900.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfRuAAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Word of mouth","","Opportunity for Dawson1421","","BDR","","0052w00000BXX9rAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","New Business / Add-on"
"0012w00001Cq74mAAB","252545.0","","2022-03-15","","0052w00000B4VTyAAN","2022-02-18T00:00:00.000Z","","","","252545.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfS4AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:27.000Z","","","","Employee Referral","","Opportunity for Pittman658","","AE","","0052w00000BXXA0AAP","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:28.000Z","","","Existing Business"
"0012w00001Cq72JAAR","88950.0","","2022-02-03","","0052w00000B4VTyAAN","2021-12-01T00:00:00.000Z","","","","88950.0","2022 1","1","2022","Closed","Closed","false","false","false","0062w00000GjfS6AAJ","true","true","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:52.000Z","","","","Employee Referral","","Opportunity for Lowe661","","Alliances","","0052w00000BXX9rAAH","","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:52.000Z","","","Existing Business"
